Title,Review,Rating
Triple Citra Daydream,"-Look: Beautiful deep-yellow haze with a thick clumpy head.-Aroma: Wow, ripe orange and pineapple, soft citrus and grapefruit.-Taste: OMG, better than the aroma, bursting with creamy soft citrus!-Feel: Soft and round, tight but slippery. Soft oat and hop milkshake.-Overall: Phenomenal, never had such a burst of creamy citrus hops before!",4.5
Triple Citra Daydream,"poured from a 16oz can into a stemless wine glass. pours a thick, hazy orangish yellow with a firm white foam head. peaches and candied oranges on the nose and taste. really citrus / fruit forward and really smooth for 10.5%. thick, creamy mouthfeel. for some reason the nose on this one pops a little more than the taste. it still has amazing flavors though. a lot of time the NE TIPAs will get a little too sweet or boozey or both to me but this one is well balanced. really good stuff.",5
Triple Citra Daydream,"16oz can from Tavour. Thick, hazy yellow golden pour, thin skin of creamy off-white head. Dank, herbal, floral aroma, hint of onion. Taste brings citrus of all varieties, juicy, citrus peel. Lots of floral, herbal notes too. Creamy, thick. ABV sneaks up on you.",4.77
Triple Citra Daydream,Pours a light hazy vibrant golden color with a nice head and lacingAroma has very generous tropical and citrus hintsThe taste follows the nose with a very well balanced tropical and citrus flavorA medium bodied well carbonated beerA great Milkshake IPA,4.9
Triple Citra Daydream,"Canning date obstructedTavour has hooked me up with the highest rated Milkshake IPA on BA, and it’s from Other Half no less. I’m very excited to try this one knowing the quality that Other Half consistently pushes out. Let’s get right into itPours a hazy milky yellow with 3 fingers of dense off white head that slowly fades to a cap and leaves nice lacingThe nose has such a nice snap here, but there’s still a rounded softness to it. I’m picking up on aromas of orange juice, pineapple juice, grassy hops, bready malt, red grapefruit, white pepper, sweet vanilla, lychee, dank weed, and light mangoIt keeps up that same balance of smooth with a bite in taste as well. On the front end of the sip I’m tasting underripe mango, orange juice, resinous hops, bready malt, pineapple juice, dank weed, light grass, and red grapefruit. The swallow brings notes of orange juice, sweet vanilla, bready malt, pineapple juice, resinous hops, lemon zest, underripe mango, light lychee, white pepper, and grassA medium body pairs with gentle tingling carbonation, resulting in a silky and juicy beer. Finishes mostly dry and drinks well below its abvThis is awesome stuff. I’m glad I got ab extra can, and it’s one I’ll likely pick up every time I see it on Tavour or if I ever get to try it on tap",4.78
Triple Citra Daydream,"Look - Hazy thick tannish yellow with nice sticky lacing and a white headSmell - resioney orange creamsicleTaste - about like the smell but wow, delicious!Feel - full body creamy lighter carbonationOVerall - just fantastic. The creamsicle taste nails it!",4.64
Congress Street IPA,"Canned on 7/19/23A: Pours with a near opaque cloudiness. A dense white head rises with good retention and lace. Manageable to pour if you go slow.S: Some sweet fruits, most people are saying pineapple. Sure, I guess I can go with that. I don't know if these kinds of NEIPA's overwhelm me to a point were I just can't pick anything out, cause I don't get near the expressive fruity/hops aromas as others. Its just vaguely there.T: Yep, sweet and fruity. Like store bought Dole juice to me. I don't get anything in the finish, but some hop burn...or alcohol can't figure it out...M/O: I guess I can't be too hard, but just muddled to me. Low carbonation, sticky sweet, no finish, some kind of astringency. Either from hop burn or alcohol burn. This is going to be a chore to finish.Every once in a while, I like to revisit styles I'm not the biggest fan of, especially when a hyped brewery pops up in my area. To see if or how my tastes change. Well, this is a style I have yet to really enjoy. Some will say ""don't review styles you don't like"" but I'm just trying to see what everyone but me seems to like...oh well.",4.5
Congress Street IPA,"Poured with a soft thick head comprised of tiny bubbles, like steamed milk for a latte. Nose is all Galaxy - pineapple, peach, citrus and rind as well as hints of melon. Trillium seems to have a knack for highlighting melon notes from several different hops, and melon is in the foreground in the taste, which is fruity but not sweet, with a nice gentle bitterness on the finish.",4
Congress Street IPA,"Pours like a mix of lemon and orange juice, nicely hazy with a soft pillowy head. Honestly the nose didn't match the beer, a little yeasty and muddy. Lots of citrus notes but not overly sweet so it had a nice balance. An exemplary hazy ipa, one that is equally drinkable and cherishable.",4.29
Affogato,"Look - black thick great big tan head that stays forever with great lacingSmell - coffee vanilla creamy, slight chocolateTaste - coffee vanilla chocolate slight milkyFeel - medium body and creamyOverall - wish it had more body but otherwise pretty good",4.46
Affogato,"Brew: Trillium Brewing Company – AffogatoIntro: 750 mil. poured into a tulip glass. Shared with a friendAppearance: Dark virtually black color. Ample head, maybe 2 inches. Moderate lacing as we drankSmell: Coffee in the foreground followed by chocolate and vanilla.Taste: Followed along with the smell. Coffee is not overpowering. The chocolate lead up the flavor profile.Mouthfeel: Medium mouthfeel, medium carbonation.Drink: Very well rounded. Very enjoyable.Conclusion: Easy to see why this is one of the top American Imperial stouts. Was a very enjoyable experience. Would not hesitate to pick up more if it presented itself.",4.33
Mocha Wednesday,"2021 vintage. Pours a dark brown with lots of flecks of ruby red as the light hits it; pours rather thin with a fizzy cola head that disappears quickly. Bits of carb hitting the surface. No lacing/retention. Nose is roasted coffee beans, molasses, black licorice, loose change, baking chocolate. Very little barrel character, at least initially. Kind of mind-blowing these days to have a chocolate and coffee stout that doesn't lay it on thick with raw adjunct aromas; while the coffee and chocolate are certainly there, they feel like parts of a whole that developed together, rather than some gunk that's thrown in and overpowers the product. Taste follows a similar vein - big coffee roasted coffee bean notes throughout the palate. Through its very long finish, dark chocolate and dark fruit, vanilla, smoky wood, salty black licorice, and finally, traces of warming, spicy bourbon emerge. As on the smell, a really impressive use of the adjuncts here - not at all overpowering, but still present throughout. Mouthfeel is the only real knock for me. The feel is surprisingly thin, and I think a little more body would be nice (and even expected?) given the ABV. Really worth seeking out.",4.75
Mocha Wednesday,"2016 vintage. Poured from a brown wax topped bomber into a Tree House tulip. 19.4% ABVL: Lighter than expected pour. Medium to dark mahogany color with ruby highlights. A thin fizzy off-white head falls fast. Not much in the way of lacing.S: Rich and boozy. BOOZE. Bourbon and vanilla... some oak, cocoa, and coffee. Mostly booze.T.F: Sweet and rich. Boozy... as expected at 19.4%. Deliciously complex. Cocoa and coffee mixed with oak, roast, and fudge. The coffee and chocolate especially come through and are nicely complemented by the bourbon and vanilla. A little thinner than expected. Medium bodied... boozy, but not as much as the 19.4% would make you think. Still very drinkable. Low carbonation. Coffee/cocoa finish.O: An outstanding overdone ABV stout. Great barrel character... and you get a lot of bourbon, chocolate, and coffee on this brew. Held up super well at 6+ years in the cellar. This is an all-night sipper of a beer.",4.63
Mocha Wednesday,"750 ml bottle, 2021 vintage, bottled 10/21/21, label says 19.1% ABV. Served in a snifter, the beer pours dark brown/black with not quite an inch tan head that fizzled away kinda quickly but leaves a small bit of head. Small amount of lacing. I like the aroma, the brew smells like bourbon, coffee, vanilla, cacao nibs and roasted malt. Taste is similar to the aroma, but there's also the addition of some oak and fudge flavors noticeable too. Good amount of barrel character in both the taste and aroma. Mouthfeel/body is full, it's slick, rich and a bit creamy with a moderate amount of carbonation. I thought this was a pretty good brew, definitely worth picking up if you're into big barrel aged coffee stouts!",4.88
Mocha Wednesday,"2021 edition. Coffee comes across as burnt, hides the ABV well. Tasty, but not something I'd seek out again.",4.44
Space Trace,08/11/23 bottle @ home,4.5
Space Trace,"Even though there seems to be fluidity in the top 250, this will be my 75th on the list. Definitely see why it is on the list. Pours dark, minimal head and lacing. Strong scents of bourbon, coconut, and chocolate. This follows to the taste, as it’s very sweet and boozy, but the flavors blend well. Big bodied, just a hint of oiliness, not thick or syrupy, but assertive alcohol burn. Really tasty.",4.48
Space Trace,"A - Pours a motor oil black with a thin tan head. Oily lacing.S - Aroma is coconut, vanilla, dark chocolate and bourbon.T - The taste is dark chocolate, coconut, vanilla, coffee and a nice amount of bourbon barrel.M - Full body with medium carbonation. Chewy mouthfeel with a slick dry finish.O - Really well done. Coconut is there, but doesn’t overpower the flavor. Good amount of barrel throughout.",4.56
Space Trace,2018 version poured from a 16.9 oz bottle into a snifter. I thought this would be sweeter but I think it is quite good with the cacao standing out more than the coconut. Some booze heat to back it up.,4.13
Space Trace,"Rating this from coming across 4 coconut beers - Prairie pirate weekend is number one so far. This is batch 003.L: Poured from a 500ml bottle into a snifter - jet black pour with 1 fingers length of dark malty foam risen to the surface.S: Big fudgy chocolatey aromas of coconut, cacao, vanilla, hazelnut, even getting some lactose in this. Can sense it's very sweet.T: Just as the aroma tells! Brownie/milk chocolate, cacao, coconut hits first followed by some vanilla in the middle and a hazelnut ending. I LOVE this one. This is my favorite bottle logic barrel aged to this day!F: Heavy, oily thick bodied, easy to sip. Hides ABV very so well.O: This is hard to compare with prairie pirates weekend but man this takes the top spot. My new all time favorite coconut chocolate stout of all time. The reason is because the milk chocolate was there, cacao was there, coconut was there followed by the complexity and thickness of the beer. Two separate beers but I'd be very curious to see if they aged this in rum barrels. This might change the whole stout game itself if that were to be the case.",4.5
Space Trace,"2023 Batch! Sweet milk chocolate, creamy coconut, and hint of vanilla bourbon barrel nose on this one! Taste follows with a moist, chocolate fudge brownie with some coconut-vanilla drizzle on it finish! Ha! Yum! The barrel is subtle here, but it comes out more as it warms...a little more chocolate malty roastiness peeks out as well. This is a delicious coconut stout!",4.5
Space Trace,"Brownish black pour with a fat finger of brown foam. Starting with the taste has the lead of bourbon, coconut, chocolate and vanilla in that order of intensity. Smell is more chocolate/coconut truffle like with more melding balance with the barrel, but same elements. Feel is malty and barrel forward, smooth and warm, oak toastiness is refined.",4.47
No Rules,"Black in color with no light penetration. Fingernail of brown around the rim and covering half of the top. Moderate, soapy lacing. I smell milk chocolate, coconut, and bourbon. I’m tasting dark chocolate, bourbon, and coconut. It’s deceptively silky smooth for the ABV.",4.35
No Rules,"Yellow bowling ball I think means 2019. Tried in January 2023. Very boozy nose. Head was tan. Pour was darker than most porters, but don't let that scare you :) Taste is chocolate with coconut on the backend. While this is 15% it is a very smooth drinking beer. Well done!",3.32
No Rules,"2021 on draft.Pours a pitch black. Swirling gives way to thick oily alcohol legs, almost like what you would get swirling a dram of bourbon. Not much head, as expected for 15% but a pencil lead thin ring the color of hot chocolate sticks around for the entirety.Nose is earthy sugarcane, burnt brown sugar, molasses, toffee, some cinnamon, and vanillaTaste follows suit with the addition of barrel notes, however subtle. This doesn’t drink like 15%. Very easy drinking, oily, smooth, and full. Excellent example of the style and an over expression of what can be done with it. Glad to have finally tried it. Cheers.",4.8
No Rules,"draughtThis is a 2019 Vietnamese barrel aged version.Quite, quite dark brown, with a thin beige head. No light transmission here. Sweet bourbon and molasses, with some toasted coconut and toffee, in the smell. Slightly syrupy malt, toasted coconut and a bit of spiced toffee, in the taste, with a tiny bite that lingers awhile. Finish is a sweet dark malt and bourbon flavor.",4.94
No Rules,2016 bottle courtesy of JohnnyHops.Age hasn’t been kind to this brew. Will rate generously and re-rate when able to try fresher.,4.53
Peche Du Fermier,Look - thick Peach juice with a nice white head rimming and lacingSmell - complex ripe candied tart peachTaste - follows close to the smell with a nice woody oak backboneFeel - medium bdoy and carbOverall - just fantastic!!!,4.25
Peche Du Fermier,"Pours bright orange with a foggy transparency. Head is a finger and a half of snow-white foam. A few particulates sit at the bottom of the glass, but not much after pouring the first half of the bottle into the glass. The level of suspended particulate changes when the last 1/5th of the bottle is poured into the glass- it develops a more murky appearance, with visible silt and particulate in the bottom of the glass. Aroma is immediate peaches, but they're soft and delicate. It leans slightly into tart, but is otherwise well balanced thanks to the subtle peach sweetness. Faint cellar stone, oak, and grass occupy the rest of the nose, rounding out the depth. Peaches seem to swell in intensity as the beer warms towards room temperature. Flavor profile leads with peaches again, but leans into tart more so than the nose. It's a pretty quick transition from sweet peach to tart fruits, cellar stone, grass, lemon zest, and soft wood. Front third is fruited, with the back third being all base saison. The middle is a blend of the start and finish. Just like the nose, the peaches swell up in intensity as the beer warms to room temperature, and with that, it brings those underlying tart qualities forward. Still no puckering sourness, but it does create more contrast between tart and non-tart. No puckering or tart finish, with the finale wrapping up with a moderate dryness. Mouth feel is medium in thickness. It nearly falls flat on the tongue, with the initial portion being crisp. Overall, peach addition is wonderful, with the rest of the profile being a steadfast, focused, and balanced saison. It's not overly acidic or tart, providing just enough tartness to offer contrast, without forcing it into sour territory.Blend #2. Served in a 15.5oz Speigalau tulip from a 750mL bottle.",4.56
CitraQuench'l,"Hazy gold like pineapple juice, extremely strong grapefruit smell and taste (also confirmed by my wife). Tasty, hoppy but not too harsh. Pleasant all the way through the sip. Very good, easy to drink!",4.43
CitraQuench'l,Pours a light hazy golden color with a nice head and lacingAroma has generous tropical and citrus hintsThe taste follows the nose with a well balanced tropical and citrus flavorA medium bodied well carbonated beerA great NEIPA,4.68
CitraQuench'l,"I believe it'd rate higher fresher, still a tasty beer tho.",4.25
CitraQuench'l,"Juicy looking pour. The color seems a bit lighter golden. It really looks like a glass of pineapple juice, but with a very frothy and fluffy 2 finger white head. The beer has great head retention, and there's a good amount of lacing on the glass.To be honest, I'm not getting much on the nose. It's a fairly faint citrus hop aroma.Taste - There's a citrus flavor to this beer due to the hops, and I think it's tangerine that I'm getting from the hops. The flavor from the hops really keeps building in my throat, and on my taste buds. The flavor lingers in my throat, and I just keep tasting it.The body is juicy and also has a crisp feeling. The hops linger in my throat, but they don't feel sticky, or like resin.This is a delicious example of the style. The aroma was a bit of a let down, it is a bit over a month old, so maybe that plays a factor into it. That being said, the flavor is there.",4.44
CitraQuench'l,"Had on tap at the Bass Lake Draft House in Holly Springs, NC.This was a tasty hazy IPA. Not a great amount of head, but the hazy appearance and color were good for the style. Dank, citrus fruit aromas were the outstanding aspect of this beer, with the taste almost as good. Worth trying if you get the chance.",4.34
Insert Hip Hop Reference There,"This is a great tasting IPA. Nice Citra flavor, nice mouth feel and definitely hoppy. It's a triple, so the hoppiness is to be expected. The mouth feel is very good, but not the best I have had. Definitely a world class beer! Nice job!",4.25
Insert Hip Hop Reference There,Sweeter than a pastry stout,4.35
Insert Hip Hop Reference There,Yummy!,4.7
Reaction State,"#150, yummy!",4.5
Reaction State,"2022 version poured from a 16.9oz bottle into a plastic cup. My day 12 beer for Bottle Logic 12 days of Christmas. Nice thickness. Excellent blend of vanilla, maple and coffee.",4.1
Reaction State,"Cinnamon is becoming my kryptonite so I’m hoping it’s been used with an appropriately light touch in this 500ML bottle, ‘cause I like everything else added to this brute.Hard black with a few stray brown bubbles that quiet swiftly. Oh Oh. Cinnamon bite is strong on the nose. Please, no, brew deities.Reaction State tiptoes along the abyss of cinnamon gorge. Cinnamon is straddling the beer but doesn’t quite crush it into submission. Underneath the spice are touches of maple, vanilla, & the ghost of cocoas past. Light bourbon winds its way betwixt & between & the finish is mulled apple cider. Should have split this one with my wife.Hey brewers: quit putting so much fucking cinnamon in your beers. If you can’t get the balance right, throw the crap away. Pretty good beer, which is sad, as I can sense something really good underneath the cinnamon avalanche.",4.77
Reaction State,"Pours a dark brown like motor oil. Just a half of a finger of dark brown head shows up and disappears just as quickly.Nose is a walloping of bourbon barrel aged stout. Its got that rich, dense, still wet barrel level of intensity. Huge oak profile. I love it. Next is the roasted malt and a strong presence of chocolate. This reminds me a little of one of my favorites of all time; Weyerbacher's Chocolate Pretzel Sunday Morning Stout. Then in the background, there lies the cinnamon.Taste is much of the same on the nose. Oak, bourbon, roasted malt, chocolate, cinnamon. But now I get the slight bit of maple syrup. Maple syrup presents almost with, I hesitate to say this, but a sour note when its put in stouts sometimes. Like an extremely subtle tartness or tanginess. It doesn't detract, but it is a unique quality. The tannins from the barrel kind of leave that soapy flavor that also sometimes tends to happen in these barrel aged stouts. Its incredibly mild and doesn't linger, but thats why I decided to put it at a 4.5 rather than 4.75, similar to the nose.Mouthfeel is fullbodied and smooth. Brief flash of carbonation right at the beginning. ABV makes its presence known, but not as severely as that Maumasi I had the other night. There is a little bit of drying but not harsh on the palate or on the way down.Overall my favorite Bottle Logic brew so far. I was surprised because I though this was just going to be another ""breakfast stout"", but this one actually blew me away. Well balanced and all the flavors work well with each other and don't feel like novelty additions. Masterclass level stuff.",4.23
Reaction State,"Opaque midnight black pour with a finger of brown foam. Smells of big coffee and maple forward nose with vanilla, chocolate and molasses accents. Taste is incredible, hype meeting even: coffee, rich dark chocolate, molasses and the difference, lush bourbon, before vanilla, cinnamon, and bigger maple elevate to a finish with espresso biscotti and a lingering caramel nougat. Lush, rich, smooth, full and decently thick with good barrel warmth and coffee percolation.",4.5
Damon (Bourbon Barrel Aged),",#171, fantastic!",4.25
Damon (Bourbon Barrel Aged),"2020 vintage. A very solid and canonical example of the style, perhaps *the* prototype of what a bourbon barrel aged RIS should emulate. I find the style to be a little bit on the roasty, herbaceous side and this was no exception. The barrel aging did smooth things out quite a bit in the flavors, although I was surprised that the mouthfeel wasn't fuller. Overall very glad to finally try this but I definitely prefer Beyond Good and Evil, and their other sweeter BBA stouts85/100",4.94
Damon (Bourbon Barrel Aged),"Bottled 1/10/2020Consumed 10/28/2022I just got a job offer today, so I needed to pull something out of my cellar to celebrate. I traded a bottle of EH Taylor small batch for this bottle of beer, so let's see if it lives up the hype and $50 I paid for the bourbon. It does look spot on amazing. It's super thick but not syrupy in a bad way. This is the kind of stout that beginners would hate and neck bearded beer nerds crave. On the tongue it's super full and soft. Absolutely perfect for the style for me. I'm not getting enough on the nose though to wow me. I get bourbon and chocolate. I smell the typical lovely bitterness of a RIS. Still, it's lacking in the nose for me. Drinking it though everything lives up to the hype. It's less sweet than a typical Goose BCS which set the standard for me back in the day. I can taste the booziness but in a good way. I like high abv stouts where I can taste the alcohol a bit. Why make a bourbon barrel aged stout if the bourbon isn't front and center? What's different and great is that there's also the balance of the base beer. There's a lot of plain old RIS here. Take your best like a Darkness or Expedition and add the bourbon with everything balancing out perfectly. The finish is long and toasty like a good cup of coffee. A great beer and worth the bourbon (at retail.)",4.52
Damon (Bourbon Barrel Aged),Hands down the best beer I’ve ever had!,4.5
Damon (Bourbon Barrel Aged),"Pours a deep, black with a thin mocha-colored head that dissipates quickly. The aroma gives notes of charred oak, bourbon, dark fruits, dark roast coffee, and vanilla. The flavor is less sharp, and more rich with notes of dark chocolate, espresso, chocolate chip cookie, and oaky bourbon and vanilla. The flavor lingers well after the sip with rich, chocolatey cookie flavors. The body is very full and creamy without ever being syrupy, leading to a very balanced finish. Overall, a very flavorful and drinkable beer. One of my favorite BBA Stouts I have ever had, very well balanced flavor and mouthfeel. Highly recommended.",4.58
Damon (Bourbon Barrel Aged),"Uh, nearly perfect",4.69
Damon (Bourbon Barrel Aged),"2021 Release - Jet black with considerable tan head on an aggressive pour. Smell of bourbon barrel and light char. Taste is incredibly balanced between barrel and chocolate, no burn. Thicker than I expected on the mouthfeel. Classic Hill, world class BA non adjunct stout",5
Damon (Bourbon Barrel Aged),"Bottled on 1/10/2020; consumed on 1/29/2022Pours an oily midnight-black body capped with a modest finger and a half of dense, pale mocha foam; great head retention leaves a paper-thin veil over an otherwise viscous void along with a large, creamy collar, and the occasional strand of webby lacing dotted around the walls of the glass.Aroma opens to a healthy barrel char with tinges of ashen smoke advancing to black licorice before finding predominant, nutty bakers chocolate over the middle; dark cocoa is enhanced by subtle caramels as a medley of dark fruits enriches delicately savory, tannic qualities in the backdrop through the close.Taste brings soft vanillins into black licorice as deep bakers cocoa waves wash over splintery barrel accented with dark fruit esters; whipped milk chocolate decadence on the back end finds spent coffee grounds and hints of bourbon underscoring the finish.Mouthfeel shows a body on the heavier side of medium and a moderate-low carbonation, purely silky in texture with intensely focused consistency advancing to a creamy mid-palate engaging a rounded, sinewy grit; vaguely tannic leanings into the back end are masked by moderate warmth as a subtle dryness evolves through the finish.An honest, old-school display of classic Russian imperial stout bittersweetness and borderline acridity, composed in masterful flux with a tame and well-integrated barrel; effortless despite these roastier leanings, this is another example of Hill Farmstead at a formulaic peak in composure.",4.2
Starry Noche,"A - Pours a syrupy thick deep dark brown with a ton of coconut floaties. No real head to speak of. Heavy amount of sludgy lacing.S - Aroma is dark chocolate, oak and huge barrel notes.T - The taste is dark chocolate, coconut, hazelnut and tons of barrel.M - Full body with medium carbonation. Syrupy thick mouthfeel with a slick drying finish.O - Top notch.",4.6
Starry Noche,"2022 version poured from a 16.9oz bottle into a snifter. This beer is wonderfully thick. Probably the best ""toasted"" (coconut/hazelnut) flavor I recall having in quite some time.",4.74
Starry Noche,"#166, impressed!",4.6
Starry Noche,"Big bold flavors. Chocolate forward, coconut is there as well, plenty of barrel presence. Slight thickness, nothing oily or syrupy or slick at all. Booze is subtle. Really good.",4.88
Starry Noche,"Thanks to Texasfan549 for this 500ML bottle, which looks like a Medianoche work of art. Split with no one. Mine.Standard Medianoche pour: dense black, no head, but hey, this one has tiny flecks of coconut floating in it! Always like that. Nose meets expectations: dark, deep malts, coconut, barrel. Good.Starry Noche is thick, but you knew that. It’s full of raw coconut flavor, but it says that right on the bottle. Big, sweet malts, but hey, imperial stout, am I right? And barrels, which is in smaller type amid a 121 word description of the beer: the bourbon is swinging low, the rye is bringing a small dose of spiciness. Nary a trace of booziness, which is impressive, & means that one/me could drink a full 500ML without blinking. I am still blinking. Like a leaf tailed gecko.One of the better of the pantheon. Nothing subtle about this big, bad stout. Excellent brew.",3.93
Bourbon County Double Barrel Toasted Barrel Stout,"500 ml bottle into a snifter. Bottled 7/20/21, had 3/12/22.Pours an opaque dark brown, with a quarter inch quickly dissipating head and some spotty cling. Aromas of bourbon, oak, char, malt, chocolate, some vanilla, a little leather. Has a spicy, peppery aroma. Flavors of bourbon, oak, malt, vanilla, chocolate, raisins, char, a little licorice on the finish and in the aftertaste. Has a spicy taste, somewhat black pepper like. Smooth, a very good full body, appropriately carbonated.Really enjoyable. Lots of barrel and oak, many distinct and expressive aromas and flavors. Not quite as full bodied for a BCS effort, but it’s not a negative.",5
Bourbon County Double Barrel Toasted Barrel Stout,"This beer pours a perfect onyx black with zero leakage on the edges and sports a dark tan head that is a bit creamy and sticks around for a surprising amount of time given the 16% ABV. A gorgeous representation of an imperial stout.The nose is boozy up front, again no surprise with the high ABV, but there’s also huge milk chocolate, caramel, vanilla, oak, and stone fruit (as ripe dark cherries ) notes that literally have me drooling. There’s a LOT packed into this big beer.The taste has a nice boozy note up front that is not distracting at all, and flows into the milk chocolate, caramel, vanilla, oak, and dark cherry flavors, with a nice warming alcohol note at the back of the palate. This is perfectly balanced and world class at the highest level, IMHO.The mouthfeel is full, substantial, and coats the palate. This is everything a BA imperial stout should be, again IMHO.",4.5
Bourbon County Double Barrel Toasted Barrel Stout,"Opened my bottle of this with a friend of mine who had the Elijah Craig Toasted Barrel bourbon so we could try them side by side. The beer pours much like any BCBS, rich dark black color with a thin brown head on top. The smell has a pretty healthy barrel presence to it, some roast and chocolate in there too. Taste is solid, nice chocolate mixed with bourbon and wood notes. The feel was personally my favorite part of the beer, it was smooth, hardly any boozy heat, the fact that it was 16% and drank so easily is very impressive. Overall it's a great beer, as it should be. Enjoyed having it!",4.09
Bourbon County Double Barrel Toasted Barrel Stout,"#152, really enjoyed this!",5
Old Stock Cellar Reserve (Aged In Brandy Barrels),2011 vintage in 2016,3.75
Old Stock Cellar Reserve (Aged In Brandy Barrels),2020 version from brewery cellar,4.63
Old Stock Cellar Reserve (Aged In Brandy Barrels),2011 Vintage popped on 2/13/21. Truly excellent. Very smooth.,4.77
Old Stock Cellar Reserve (Aged In Brandy Barrels),"12oz bottle from Boise Co-op. 2020 vintage. Mahogany pour, fizzy head, then still. Aroma from snifter starts with a big boozy blast, notes from the barrel, chocolate, brandy. Taste, after the booze clears, is sweet and malty, leather, tobacco, toffee. Sweet, sticky finish. Very enjoyable.",4.75
Old Stock Cellar Reserve (Aged In Brandy Barrels),"2020 version bottle pour into snifter. Looks like brandy, dark amber/copper with minimal head leaving no lacing. Nose is sweet malt, caramel, dark fruit and barrel wood. Taste follows with a hint of alcohol creep on a smooth finish. Minimal carbonation.",4.5
Old Stock Cellar Reserve (Aged In Brandy Barrels),"2020 vint, 12 ox bottle poured into a Bourbon County snifter at 53°. 13.7% ABV.Pours like a cocktail, head makes only a guest appearance then leaves.Smell is cognac, fig, little red grape, date.Taste is expressive and complex. Again, fine cognac, dark fruit.Feel is right in the pocket between medium and full body, as it should be for the style. Minimal carbonation, yet enough to get the flavors to dance awhile. Nice.,Overall - just a beautiful ale. It’s classy, tasty, strong, little sweet. A sipper of the highest order.",4
Old Stock Cellar Reserve (Aged In Brandy Barrels),"2020 vintage, 12oz bottle (13.7% abv listed) pours with purple/copper clarity and a giant fizzy head that loudly dissipates to nothing. Rich malty sweetness abounds on the nose and palate, caramel and toffee and vinous spirits, dark fruits, raisins and dates, mild cocoa, oak, brown sugar...always a good brew.",4.44
Foggy Window,"From a 16oz can, dated 08/29/23. Served in a spiegelau IPA glass. Cap-tip to @franktank18 for his resourcefulness, incidental generosity, and just how murderous he looks in a tie.Pours an opaque milky orange with two fingers of airy, whipped egg white-like foam. Retention is fairly decent, leaving a fizzy cap and sudsy, slippery lacing.Nose is pretty faint but, what there is of it, seems to me sugary, candy-like. Aroma of lemon drops and orange LifeSavers.Taste is less sweet than expected, drier and more tart. Tasting lemon rind, tangerine and gooseberries. Some astringency standing in for actual legitimate bitterness - but not such that I’d care to complain about it.Feel is dry and drying, clean and maybe feeling a bit lighter bodied than it really is due to fairly aggressive bright and fizzy carbonation. There’s a mildly acidic and boozy smoulder in the gullet, not unexpected given the abv.Overall, tasty and gone all too soon. In accordance with can instructions I shall now refrain from operating machinery for some appropriate period of time.",4.5
Foggy Window,"Appearance - The beer was the expected hazy orange color with a fluffy white head topping in the glass.Smell - The moment I open the can , it radiated oranges. The sweetness was penetrating.Taste - from the moment of the first sip, the profile was very orange forward. However, it was not all candy fruit, as there was a nice level of bitterness. There were notes of fluffy dreamsicle orange throughout the taste.Mouthfeel - This was a thick one, with the haze clogging the spaces in between teeth.Overall - This was a benchmark New England IPA.",4.5
Foggy Window,"16oz. can into a Founders snifter.Nice pale orange color, creamy white head. Nose is citrus fruit, overripe white peach, and clementine juice. Very aromatic. Beer opens peach gummy, clementine, and cantaloupe. Cane sugar sweetness and more citrus fruit in the middle. Some resin and grapefruit dryness in the end. Body is light with moderate carbonation. Soft and velvety on the palate and goes down dry with a long, lingering finish. Super drinkable.Great balance with an incredible mouthfeel.",4.25
Double Dry Hopped All Citra Everything,"16iz can from Tavour. Hazy yellow pour, one finger fluffy white head. Ripe, fruity aroma, orange, pineapple. Taste is juicy, grapefruit, orange, pineapple, creamy, zesty. So full, so tasty.",4.59
Double Dry Hopped All Citra Everything,"A - Pours a cloudy golden orange with a two finger creamy white head. Heavy amount of soapy lacing.S - Aroma is mango, peach, guava and grapefruit.T - The taste is mango, pineapple, tangerine, lychee, grapefruit, bready malts and light bitter finish.M - Medium body with medium carbonation. Creamy mouthfeel with a big crisp finish.O - Touch notch NEIPA.",5
Double Dry Hopped All Citra Everything,"poured from a 16oz can into a P3 pixel density nordic pint glass. pours a hazy light orange with a finger of firm white foam. leaves decent lacing. lots of fresh citrus on the nose and taste. like fresh-squeezed oranges plus candied oranges with just a hint of pine on the finish. just bitter enough but insanely drinkable for 8.5%. thick, full mouthfeel start to finish. this is a fantastic DDH DIPA.",4.25
Double Dry Hopped All Citra Everything,"Poured into a 13 oz Teku glass canned on 3/13/23. Pours a very attract hazy yellow, with a finger sticky white head that thin streaks of lace with excellent retention. 4.75Aroma is passionfruit, mango, tangerine, and apricot. 4.5Taste follows passionfruit, mango, tangerine, and apricot very well balanced. 4.5Mouthfeel is above average, not sticky or dry, soft gentle almost creamy carbonation, and at 8.5% plenty of flavor, but really easy sipping. 4.75Overall Other Half is as good as anyone at this style. Pretty amazing stuff. 4.5",4.55
Double Dry Hopped All Citra Everything,"Pours a hazy layer but golden straw. The aroma is incredible on this. Mango, pineapple, even cold, this omits the best of citra hops. Unfortunately, it’s a little flat n the flavor. Even letting it warm, it kind of under delivers. In fact, this felt a little thin. I’ll revisit and rereview but this was a little disappointing.",4.5
